InvoiceNo,CustomerID,InvoiceDate,Country,StockCode,Description,Quantity,UnitPrice,Revenue,Date,DateID
574707,17107.0,2011-11-06 14:08:00,United Kingdom,48194,DOORMAT HEARTS,10,7.95,79.5,2011-11-06 14:08:00,14523
574708,17107.0,2011-11-06 14:14:00,United Kingdom,23283,DOORMAT VINTAGE LEAVES DESIGN ,10,7.95,79.5,2011-11-06 14:14:00,14524
574709,17768.0,2011-11-06 14:14:00,United Kingdom,17003,BROCADE RING PURSE ,36,0.21,7.56,2011-11-06 14:14:00,14524
574710,15427.0,2011-11-06 14:17:00,United Kingdom,21070,VINTAGE BILLBOARD MUG ,6,1.25,7.5,2011-11-06 14:17:00,14525
574711,14517.0,2011-11-06 14:20:00,United Kingdom,82484,WOOD BLACK BOARD ANT WHITE FINISH,4,6.45,25.8,2011-11-06 14:20:00,14526
574713,12628.0,2011-11-06 14:26:00,Germany,23489,"GARLAND, VINTAGE BELLS",6,2.89,17.34,2011-11-06 14:26:00,14527
574714,15427.0,2011-11-06 14:29:00,United Kingdom,22767,TRIPLE PHOTO FRAME CORNICE ,2,9.95,19.9,2011-11-06 14:29:00,14528
574715,14135.0,2011-11-06 14:33:00,United Kingdom,22111,SCOTTIE DOG HOT WATER BOTTLE,9,4.95,44.550000000000004,2011-11-06 14:33:00,14529
574716,14502.0,2011-11-06 14:33:00,United Kingdom,85135B,BLUE DRAGONFLY HELICOPTER,3,7.95,23.85,2011-11-06 14:33:00,14529
574717,18170.0,2011-11-06 14:35:00,United Kingdom,22469,HEART OF WICKER SMALL,40,1.45,58.0,2011-11-06 14:35:00,14530
574718,15513.0,2011-11-06 14:36:00,United Kingdom,23311,VINTAGE CHRISTMAS STOCKING ,36,2.55,91.8,2011-11-06 14:36:00,14531
574719,14511.0,2011-11-06 14:38:00,United Kingdom,23027,DRAWER KNOB VINTAGE GLASS HEXAGON,12,2.08,24.96,2011-11-06 14:38:00,14532
574720,14547.0,2011-11-06 14:39:00,United Kingdom,21034,REX CASH+CARRY JUMBO SHOPPER,2,0.95,1.9,2011-11-06 14:39:00,14533
574721,17920.0,2011-11-06 14:43:00,United Kingdom,23085,ANTIQUE SILVER BAUBLE LAMP  ,1,10.4,10.4,2011-11-06 14:43:00,14534
574722,14502.0,2011-11-06 14:45:00,United Kingdom,20837,FRENCH FLORAL CUSHION COVER ,6,2.95,17.700000000000003,2011-11-06 14:45:00,14535
574723,15150.0,2011-11-06 14:45:00,United Kingdom,23470,CARD HOLDER LOVE BIRD LARGE ,4,6.25,25.0,2011-11-06 14:45:00,14535
574724,13759.0,2011-11-06 14:47:00,United Kingdom,23313,VINTAGE CHRISTMAS BUNTING,20,4.95,99.0,2011-11-06 14:47:00,14536
574725,15883.0,2011-11-06 14:50:00,United Kingdom,21108,FAIRY CAKE FLANNEL ASSORTED COLOUR,9,2.55,22.95,2011-11-06 14:50:00,14537
574726,14664.0,2011-11-06 14:56:00,United Kingdom,22197,SMALL POPCORN HOLDER,9,0.72,6.4799999999999995,2011-11-06 14:56:00,14538
574727,15526.0,2011-11-06 15:01:00,United Kingdom,22501,PICNIC BASKET WICKER LARGE,12,9.95,119.39999999999999,2011-11-06 15:01:00,14539
574728,13719.0,2011-11-06 15:02:00,United Kingdom,22580,ADVENT CALENDAR GINGHAM SACK,3,5.95,17.85,2011-11-06 15:02:00,14540
574729,15526.0,2011-11-06 15:04:00,United Kingdom,23397,FOOT STOOL HOME SWEET HOME ,2,9.95,19.9,2011-11-06 15:04:00,14541
574730,14824.0,2011-11-06 15:08:00,United Kingdom,22694,WICKER STAR ,18,2.1,37.800000000000004,2011-11-06 15:08:00,14542
574731,17831.0,2011-11-06 15:09:00,United Kingdom,22698,PINK REGENCY TEACUP AND SAUCER,6,2.95,17.700000000000003,2011-11-06 15:09:00,14543
574732,13523.0,2011-11-06 15:11:00,United Kingdom,22899,CHILDREN'S APRON DOLLY GIRL ,6,2.1,12.600000000000001,2011-11-06 15:11:00,14544
574733,17082.0,2011-11-06 15:17:00,United Kingdom,22386,JUMBO BAG PINK POLKADOT,20,1.95,39.0,2011-11-06 15:17:00,14545
574734,15025.0,2011-11-06 15:20:00,United Kingdom,23356,LOVE HOT WATER BOTTLE,1,5.95,5.95,2011-11-06 15:20:00,14546
574735,13155.0,2011-11-06 15:41:00,United Kingdom,23472, NINE DRAWER OFFICE TIDY,2,14.95,29.9,2011-11-06 15:41:00,14547
574736,17131.0,2011-11-06 15:43:00,United Kingdom,82484,WOOD BLACK BOARD ANT WHITE FINISH,4,6.45,25.8,2011-11-06 15:43:00,14548
574737,14868.0,2011-11-06 15:53:00,United Kingdom,21731,RED TOADSTOOL LED NIGHT LIGHT,12,1.65,19.799999999999997,2011-11-06 15:53:00,14549
574738,12748.0,2011-11-06 16:01:00,United Kingdom,22111,SCOTTIE DOG HOT WATER BOTTLE,2,4.95,9.9,2011-11-06 16:01:00,14550
574739,16357.0,2011-11-06 16:04:00,United Kingdom,23322,LARGE WHITE HEART OF WICKER,6,2.95,17.700000000000003,2011-11-06 16:04:00,14551
574740,12357.0,2011-11-06 16:07:00,Switzerland,22064,PINK DOUGHNUT TRINKET POT ,12,1.65,19.799999999999997,2011-11-06 16:07:00,14552
574741,15993.0,2011-11-06 16:13:00,United Kingdom,47566,PARTY BUNTING,1,4.65,4.65,2011-11-06 16:13:00,14553
574743,15351.0,2011-11-06 16:14:00,United Kingdom,16014,SMALL CHINESE STYLE SCISSOR,1,0.42,0.42,2011-11-06 16:14:00,14554
574744,16612.0,2011-11-07 07:38:00,United Kingdom,23354,6 GIFT TAGS 50'S CHRISTMAS ,12,0.83,9.959999999999999,2011-11-07 07:38:00,14555
574745,14911.0,2011-11-07 08:26:00,EIRE,21619,4 VANILLA BOTANICAL CANDLES,12,3.75,45.0,2011-11-07 08:26:00,14556
574746,16523.0,2011-11-07 08:30:00,United Kingdom,23582,VINTAGE DOILY JUMBO BAG RED ,30,2.08,62.400000000000006,2011-11-07 08:30:00,14557
574747,15618.0,2011-11-07 08:34:00,United Kingdom,22138,BAKING SET 9 PIECE RETROSPOT ,3,4.95,14.850000000000001,2011-11-07 08:34:00,14558
574749,15150.0,2011-11-07 08:54:00,United Kingdom,21340,CLASSIC METAL BIRDCAGE PLANT HOLDER,1,12.75,12.75,2011-11-07 08:54:00,14559
574750,17164.0,2011-11-07 09:12:00,United Kingdom,23307,SET OF 60 PANTRY DESIGN CAKE CASES ,24,0.55,13.200000000000001,2011-11-07 09:12:00,14560
574751,17164.0,2011-11-07 09:13:00,United Kingdom,23227,FILIGREE HEART BUTTERFLY WHITE ,24,1.25,30.0,2011-11-07 09:13:00,14561
574752,17164.0,2011-11-07 09:14:00,United Kingdom,21166,COOK WITH WINE METAL SIGN ,12,1.95,23.4,2011-11-07 09:14:00,14562
574754,17430.0,2011-11-07 09:24:00,United Kingdom,22571,ROCKING HORSE RED CHRISTMAS ,12,0.72,8.64,2011-11-07 09:24:00,14563
574755,13078.0,2011-11-07 09:28:00,United Kingdom,23084,RABBIT NIGHT LIGHT,48,2.08,99.84,2011-11-07 09:28:00,14564
574756,13534.0,2011-11-07 09:40:00,United Kingdom,23301,GARDENERS KNEELING PAD KEEP CALM ,12,1.65,19.799999999999997,2011-11-07 09:40:00,14565
574777,17761.0,2011-11-07 10:23:00,United Kingdom,23146,TRIPLE HOOK ANTIQUE IVORY ROSE,24,3.29,78.96000000000001,2011-11-07 10:23:00,14566
574824,13097.0,2011-11-07 10:43:00,United Kingdom,22892,SET OF SALT AND PEPPER TOADSTOOLS,12,1.25,15.0,2011-11-07 10:43:00,14567
574826,15870.0,2011-11-07 10:58:00,United Kingdom,23523,TREASURE AHOY WALL ART,1,2.66,2.66,2011-11-07 10:58:00,14568
574827,14080.0,2011-11-07 11:09:00,United Kingdom,22651,GENTLEMAN SHIRT REPAIR KIT ,12,0.85,10.2,2011-11-07 11:09:00,14569
574829,17389.0,2011-11-07 11:16:00,United Kingdom,21586,KINGS CHOICE GIANT TUBE MATCHES,192,2.55,489.59999999999997,2011-11-07 11:16:00,14570
574830,16053.0,2011-11-07 11:21:00,United Kingdom,23350,ROLL WRAP VINTAGE SPOT ,12,1.25,15.0,2011-11-07 11:21:00,14571
574831,15522.0,2011-11-07 11:26:00,United Kingdom,16008,SMALL FOLDING SCISSOR(POINTED EDGE),1,0.25,0.25,2011-11-07 11:26:00,14572
574832,17183.0,2011-11-07 11:29:00,United Kingdom,22112,CHOCOLATE HOT WATER BOTTLE,24,4.95,118.80000000000001,2011-11-07 11:29:00,14573
574833,12827.0,2011-11-07 11:29:00,United Kingdom,22138,BAKING SET 9 PIECE RETROSPOT ,6,4.95,29.700000000000003,2011-11-07 11:29:00,14573
574834,13139.0,2011-11-07 11:30:00,United Kingdom,23344,JUMBO BAG 50'S CHRISTMAS ,30,2.08,62.400000000000006,2011-11-07 11:30:00,14574
574835,13139.0,2011-11-07 11:31:00,United Kingdom,23382,BOX OF 6 CHRISTMAS CAKE DECORATIONS,4,3.75,15.0,2011-11-07 11:31:00,14575
574836,17623.0,2011-11-07 11:32:00,United Kingdom,23266,SET OF 3 WOODEN STOCKING DECORATION,12,1.25,15.0,2011-11-07 11:32:00,14576
574837,15785.0,2011-11-07 11:33:00,United Kingdom,23499,SET 12 VINTAGE DOILY CHALK ,24,0.42,10.08,2011-11-07 11:33:00,14577
574838,12484.0,2011-11-07 11:37:00,Spain,POST,POSTAGE,5,18.0,90.0,2011-11-07 11:37:00,14578
574839,15493.0,2011-11-07 11:40:00,United Kingdom,23284,DOORMAT KEEP CALM AND COME IN,1,6.75,6.75,2011-11-07 11:40:00,14579
574840,12748.0,2011-11-07 11:41:00,United Kingdom,21066,VINTAGE RED MUG,42,1.25,52.5,2011-11-07 11:41:00,14580
574841,14156.0,2011-11-07 11:42:00,EIRE,84078A,SET/4 WHITE RETRO STORAGE CUBES ,8,34.95,279.6,2011-11-07 11:42:00,14581
574842,13890.0,2011-11-07 11:55:00,United Kingdom,23355,HOT WATER BOTTLE KEEP CALM,4,4.95,19.8,2011-11-07 11:55:00,14582
574844,12783.0,2011-11-07 11:57:00,Portugal,47518F,ICON PLACEMAT POP ART ELVIS,24,0.42,10.08,2011-11-07 11:57:00,14583
574846,14702.0,2011-11-07 11:59:00,United Kingdom,23319,BOX OF 6 MINI 50'S CRACKERS,3,2.49,7.470000000000001,2011-11-07 11:59:00,14584
574852,15493.0,2011-11-07 12:04:00,United Kingdom,21263,GREEN GOOSE FEATHER TREE 60CM,2,1.95,3.9,2011-11-07 12:04:00,14585
574860,17857.0,2011-11-07 12:10:00,United Kingdom,22714,CARD BIRTHDAY COWBOY,500,0.42,210.0,2011-11-07 12:10:00,14586
574861,17368.0,2011-11-07 12:24:00,United Kingdom,22692,DOORMAT WELCOME TO OUR HOME,1,7.95,7.95,2011-11-07 12:24:00,14587
574862,12408.0,2011-11-07 12:27:00,Belgium,23346,SPACEBOY BEAKER,12,1.25,15.0,2011-11-07 12:27:00,14588
574863,15719.0,2011-11-07 12:29:00,United Kingdom,85099F,JUMBO BAG STRAWBERRY,7,1.95,13.65,2011-11-07 12:29:00,14589
574864,14387.0,2011-11-07 12:29:00,United Kingdom,22959,WRAP CHRISTMAS VILLAGE,25,0.34,8.5,2011-11-07 12:29:00,14589
574866,12748.0,2011-11-07 12:34:00,United Kingdom,22596,CHRISTMAS STAR WISH LIST CHALKBOARD,6,1.25,7.5,2011-11-07 12:34:00,14590
574867,16817.0,2011-11-07 12:39:00,United Kingdom,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,12,2.55,30.599999999999998,2011-11-07 12:39:00,14591
574868,13824.0,2011-11-07 12:41:00,United Kingdom,21429,RED GINGHAM ROSE JEWELLERY BOX,16,1.65,26.4,2011-11-07 12:41:00,14592
574869,12708.0,2011-11-07 12:44:00,Germany,22594,CHRISTMAS GINGHAM TREE,12,0.85,10.2,2011-11-07 12:44:00,14593
574870,17811.0,2011-11-07 12:52:00,United Kingdom,22200,FRYING PAN PINK POLKADOT,3,4.25,12.75,2011-11-07 12:52:00,14594
574871,14527.0,2011-11-07 12:56:00,United Kingdom,21407,BROWN CHECK CAT DOORSTOP ,1,4.25,4.25,2011-11-07 12:56:00,14595
574873,16362.0,2011-11-07 13:01:00,United Kingdom,23501,KEY RING BASEBALL BOOT UNION JACK,1,1.04,1.04,2011-11-07 13:01:00,14596
574874,14911.0,2011-11-07 13:06:00,EIRE,22578,WOODEN STAR CHRISTMAS SCANDINAVIAN,264,0.85,224.4,2011-11-07 13:06:00,14597
574877,16637.0,2011-11-07 13:17:00,United Kingdom,21287,SCENTED VELVET LOUNGE CANDLE ,72,1.25,90.0,2011-11-07 13:17:00,14598
574878,14653.0,2011-11-07 13:18:00,United Kingdom,23084,RABBIT NIGHT LIGHT,3,2.08,6.24,2011-11-07 13:18:00,14599
574879,13014.0,2011-11-07 13:22:00,United Kingdom,22236,CAKE STAND 3 TIER MAGIC GARDEN,2,10.95,21.9,2011-11-07 13:22:00,14600
574880,18016.0,2011-11-07 13:25:00,United Kingdom,23284,DOORMAT KEEP CALM AND COME IN,2,6.75,13.5,2011-11-07 13:25:00,14601
574881,12832.0,2011-11-07 13:30:00,United Kingdom,46000R,POLYESTER FILLER PAD 45x30cm,2,1.45,2.9,2011-11-07 13:30:00,14602
574882,13599.0,2011-11-07 13:45:00,United Kingdom,23313,VINTAGE CHRISTMAS BUNTING,3,4.95,14.850000000000001,2011-11-07 13:45:00,14603
574883,14623.0,2011-11-07 13:56:00,United Kingdom,90014A,SILVER/MOP ORBIT NECKLACE,1,9.95,9.95,2011-11-07 13:56:00,14604
574884,15291.0,2011-11-07 13:57:00,United Kingdom,22112,CHOCOLATE HOT WATER BOTTLE,48,4.95,237.60000000000002,2011-11-07 13:57:00,14605
574885,12472.0,2011-11-07 14:01:00,Germany,23473,WOODLAND SMALL RED FELT HEART,12,0.72,8.64,2011-11-07 14:01:00,14606
574887,13717.0,2011-11-07 14:13:00,United Kingdom,21014,SWISS CHALET TREE DECORATION ,24,0.85,20.4,2011-11-07 14:13:00,14607
574888,16353.0,2011-11-07 14:21:00,United Kingdom,79321,CHILLI LIGHTS,96,3.82,366.71999999999997,2011-11-07 14:21:00,14608
574889,16353.0,2011-11-07 14:22:00,United Kingdom,21790,VINTAGE SNAP CARDS,24,0.85,20.4,2011-11-07 14:22:00,14609
574890,18229.0,2011-11-07 14:23:00,United Kingdom,20725,LUNCH BAG RED RETROSPOT,100,1.65,165.0,2011-11-07 14:23:00,14610
574891,14606.0,2011-11-07 14:28:00,United Kingdom,21666,RIDGED GLASS T-LIGHT HOLDER,6,0.65,3.9000000000000004,2011-11-07 14:28:00,14611
574892,14700.0,2011-11-07 14:40:00,United Kingdom,21035,SET/2 RED RETROSPOT TEA TOWELS ,6,2.95,17.700000000000003,2011-11-07 14:40:00,14612
574893,18036.0,2011-11-07 14:40:00,United Kingdom,21705,BAG 500g SWIRLY MARBLES,3,1.65,4.949999999999999,2011-11-07 14:40:00,14612
574895,16570.0,2011-11-07 14:44:00,United Kingdom,22865,HAND WARMER OWL DESIGN,12,1.85,22.200000000000003,2011-11-07 14:44:00,14613
574896,17014.0,2011-11-07 14:51:00,United Kingdom,21258,VICTORIAN SEWING BOX LARGE,1,10.95,10.95,2011-11-07 14:51:00,14614
574898,16242.0,2011-11-07 15:07:00,United Kingdom,85123A,WHITE HANGING HEART T-LIGHT HOLDER,8,2.55,20.4,2011-11-07 15:07:00,14615
574899,14426.0,2011-11-07 15:10:00,United Kingdom,23503,PLAYING CARDS KEEP CALM & CARRY ON,12,1.25,15.0,2011-11-07 15:10:00,14616
574901,17158.0,2011-11-07 15:15:00,United Kingdom,22424,ENAMEL BREAD BIN CREAM,1,10.95,10.95,2011-11-07 15:15:00,14617
574903,17302.0,2011-11-07 15:27:00,United Kingdom,23490,T-LIGHT HOLDER HANGING LOVE BIRD,6,3.75,22.5,2011-11-07 15:27:00,14618
574907,17043.0,2011-11-07 15:33:00,United Kingdom,22167, OVAL WALL MIRROR DIAMANTE ,2,9.95,19.9,2011-11-07 15:33:00,14619
574908,16009.0,2011-11-07 15:37:00,United Kingdom,37449,CERAMIC CAKE STAND + HANGING CAKES,2,9.95,19.9,2011-11-07 15:37:00,14620
574909,13673.0,2011-11-07 15:40:00,United Kingdom,21761,WOOD AND GLASS MEDICINE CABINET,1,29.95,29.95,2011-11-07 15:40:00,14621
574910,16348.0,2011-11-07 15:44:00,United Kingdom,23077,DOUGHNUT LIP GLOSS ,20,1.25,25.0,2011-11-07 15:44:00,14622
574911,14073.0,2011-11-07 15:49:00,United Kingdom,22595,CHRISTMAS GINGHAM HEART,12,0.85,10.2,2011-11-07 15:49:00,14623
574913,13323.0,2011-11-07 16:00:00,United Kingdom,21484,CHICK GREY HOT WATER BOTTLE,12,3.45,41.400000000000006,2011-11-07 16:00:00,14624
574914,17109.0,2011-11-07 16:16:00,United Kingdom,23328,SET 6 SCHOOL MILK BOTTLES IN CRATE,1,3.75,3.75,2011-11-07 16:16:00,14625
574915,16779.0,2011-11-07 16:17:00,United Kingdom,21733,RED HANGING HEART T-LIGHT HOLDER,32,2.55,81.6,2011-11-07 16:17:00,14626
574916,16790.0,2011-11-07 16:19:00,United Kingdom,22112,CHOCOLATE HOT WATER BOTTLE,3,4.95,14.850000000000001,2011-11-07 16:19:00,14627
574917,14135.0,2011-11-07 16:30:00,United Kingdom,79321,CHILLI LIGHTS,48,3.82,183.35999999999999,2011-11-07 16:30:00,14628
574919,16241.0,2011-11-07 16:33:00,United Kingdom,21791,VINTAGE HEADS AND TAILS CARD GAME ,12,1.25,15.0,2011-11-07 16:33:00,14629
574920,13985.0,2011-11-07 16:34:00,United Kingdom,85099B,JUMBO BAG RED RETROSPOT,10,1.65,16.5,2011-11-07 16:34:00,14630
574921,16070.0,2011-11-07 16:36:00,United Kingdom,23328,SET 6 SCHOOL MILK BOTTLES IN CRATE,24,3.75,90.0,2011-11-07 16:36:00,14631
574923,17757.0,2011-11-07 16:40:00,United Kingdom,22456,NATURAL SLATE CHALKBOARD LARGE ,3,4.95,14.850000000000001,2011-11-07 16:40:00,14632
574933,18150.0,2011-11-07 16:49:00,United Kingdom,22945,CHRISTMAS METAL TAGS ASSORTED ,12,0.85,10.2,2011-11-07 16:49:00,14633
574934,16717.0,2011-11-07 16:50:00,United Kingdom,23351,ROLL WRAP 50'S CHRISTMAS,24,1.25,30.0,2011-11-07 16:50:00,14634
574935,13199.0,2011-11-07 16:54:00,United Kingdom,84946,ANTIQUE SILVER TEA GLASS ETCHED,48,1.25,60.0,2011-11-07 16:54:00,14635
574936,13066.0,2011-11-07 17:06:00,United Kingdom,23094,LE GRAND TRAY CHIC SET,1,12.5,12.5,2011-11-07 17:06:00,14636
574937,15344.0,2011-11-07 17:08:00,United Kingdom,48194,DOORMAT HEARTS,2,7.95,15.9,2011-11-07 17:08:00,14637
574938,14911.0,2011-11-07 17:15:00,EIRE,22469,HEART OF WICKER SMALL,12,1.45,17.4,2011-11-07 17:15:00,14638
574939,17109.0,2011-11-07 17:16:00,United Kingdom,20699,MOUSEY LONG LEGS SOFT TOY,1,2.55,2.55,2011-11-07 17:16:00,14639
574940,14929.0,2011-11-07 17:21:00,United Kingdom,23497,CLASSIC CHROME BICYCLE BELL ,12,1.45,17.4,2011-11-07 17:21:00,14640
574942,15330.0,2011-11-07 17:50:00,United Kingdom,51014C,"FEATHER PEN,COAL BLACK",240,0.85,204.0,2011-11-07 17:50:00,14641
574943,13026.0,2011-11-08 07:52:00,United Kingdom,17012D,ORIGAMI ROSE INCENSE/CANDLE SET ,24,2.55,61.199999999999996,2011-11-08 07:52:00,14642
574944,13710.0,2011-11-08 08:16:00,United Kingdom,23571,TRADITIONAL NAUGHTS & CROSSES,12,1.65,19.799999999999997,2011-11-08 08:16:00,14643
574945,15434.0,2011-11-08 08:18:00,United Kingdom,23503,PLAYING CARDS KEEP CALM & CARRY ON,12,1.25,15.0,2011-11-08 08:18:00,14644
574947,16422.0,2011-11-08 09:03:00,United Kingdom,22759,SET OF 3 NOTEBOOKS IN PARCEL,96,1.65,158.39999999999998,2011-11-08 09:03:00,14645
574948,15805.0,2011-11-08 09:07:00,United Kingdom,22725,ALARM CLOCK BAKELIKE CHOCOLATE,8,3.75,30.0,2011-11-08 09:07:00,14646
574949,14360.0,2011-11-08 09:12:00,United Kingdom,23480,MINI LIGHTS WOODLAND MUSHROOMS,4,3.29,13.16,2011-11-08 09:12:00,14647
574951,15763.0,2011-11-08 09:44:00,United Kingdom,23382,BOX OF 6 CHRISTMAS CAKE DECORATIONS,4,3.75,15.0,2011-11-08 09:44:00,14648
574952,13924.0,2011-11-08 09:47:00,United Kingdom,22578,WOODEN STAR CHRISTMAS SCANDINAVIAN,24,0.85,20.4,2011-11-08 09:47:00,14649
574953,16187.0,2011-11-08 09:50:00,United Kingdom,23581,JUMBO BAG PAISLEY PARK,20,1.79,35.8,2011-11-08 09:50:00,14650
574956,16732.0,2011-11-08 09:54:00,United Kingdom,23534,STOP FOR TEA WALL ART,12,5.95,71.4,2011-11-08 09:54:00,14651
574958,14050.0,2011-11-08 10:00:00,United Kingdom,16168M,FUNKY MONKEY GIFT BAG MEDIUM,24,0.42,10.08,2011-11-08 10:00:00,14652
574959,17886.0,2011-11-08 10:09:00,United Kingdom,23661,MILK MAIDS MUG ,6,1.65,9.899999999999999,2011-11-08 10:09:00,14653
574960,17091.0,2011-11-08 10:17:00,United Kingdom,23543,KEEP CALM WALL ART ,2,7.45,14.9,2011-11-08 10:17:00,14654
574961,12971.0,2011-11-08 10:19:00,United Kingdom,22572,ROCKING HORSE GREEN CHRISTMAS ,12,0.85,10.2,2011-11-08 10:19:00,14655
574962,15194.0,2011-11-08 10:26:00,United Kingdom,23452,HEART MINI PORTRAIT FRAME,6,1.95,11.7,2011-11-08 10:26:00,14656
574963,12919.0,2011-11-08 10:27:00,United Kingdom,22739,RIBBON REEL CHRISTMAS SOCK BAUBLE,10,1.65,16.5,2011-11-08 10:27:00,14657
574964,13329.0,2011-11-08 10:29:00,United Kingdom,23535,BICYCLE SAFTEY WALL ART,12,5.95,71.4,2011-11-08 10:29:00,14658
574965,17964.0,2011-11-08 10:44:00,United Kingdom,21912,VINTAGE SNAKES & LADDERS,1,3.75,3.75,2011-11-08 10:44:00,14659
574966,14901.0,2011-11-08 10:50:00,United Kingdom,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,4,2.55,10.2,2011-11-08 10:50:00,14660
574994,17870.0,2011-11-08 11:03:00,United Kingdom,22817,CARD SUKI BIRTHDAY,12,0.42,5.04,2011-11-08 11:03:00,14661
575003,15950.0,2011-11-08 11:09:00,United Kingdom,23459,DOLLY CABINET 2 DRAWERS ,2,12.5,25.0,2011-11-08 11:09:00,14662
575007,14140.0,2011-11-08 11:20:00,United Kingdom,23493,VINTAGE DOILY TRAVEL SEWING KIT,10,1.95,19.5,2011-11-08 11:20:00,14663
575017,17219.0,2011-11-08 11:25:00,United Kingdom,20956,PORCELAIN T-LIGHT HOLDERS ASSORTED,4,1.25,5.0,2011-11-08 11:25:00,14664
575027,13199.0,2011-11-08 11:29:00,United Kingdom,23084,RABBIT NIGHT LIGHT,48,2.08,99.84,2011-11-08 11:29:00,14665
575034,15573.0,2011-11-08 11:38:00,United Kingdom,M,Manual,1,1.25,1.25,2011-11-08 11:38:00,14666
575036,15249.0,2011-11-08 11:45:00,United Kingdom,79321,CHILLI LIGHTS,4,3.82,15.28,2011-11-08 11:45:00,14667
575037,16066.0,2011-11-08 11:51:00,United Kingdom,22577,WOODEN HEART CHRISTMAS SCANDINAVIAN,20,0.85,17.0,2011-11-08 11:51:00,14668
575038,18135.0,2011-11-08 11:51:00,United Kingdom,23215,JINGLE BELL HEART ANTIQUE SILVER,96,2.08,199.68,2011-11-08 11:51:00,14668
575039,15005.0,2011-11-08 11:53:00,United Kingdom,23499,SET 12 VINTAGE DOILY CHALK ,1,0.42,0.42,2011-11-08 11:53:00,14669
575040,13381.0,2011-11-08 11:58:00,United Kingdom,23496,PANTRY KITCHEN THERMOMETER ,12,1.25,15.0,2011-11-08 11:58:00,14670
575041,17289.0,2011-11-08 12:01:00,United Kingdom,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,4,1.95,7.8,2011-11-08 12:01:00,14671
575043,13047.0,2011-11-08 12:06:00,United Kingdom,M,Manual,1,1.25,1.25,2011-11-08 12:06:00,14672
575045,14910.0,2011-11-08 12:09:00,United Kingdom,22457,NATURAL SLATE HEART CHALKBOARD ,6,2.95,17.700000000000003,2011-11-08 12:09:00,14673
575046,15039.0,2011-11-08 12:09:00,United Kingdom,20668,DISCO BALL CHRISTMAS DECORATION,48,0.1,4.800000000000001,2011-11-08 12:09:00,14673
575049,12721.0,2011-11-08 12:13:00,France,22629,SPACEBOY LUNCH BOX ,12,1.95,23.4,2011-11-08 12:13:00,14674
575050,16505.0,2011-11-08 12:14:00,United Kingdom,22734,SET OF 6 RIBBONS VINTAGE CHRISTMAS,144,2.55,367.2,2011-11-08 12:14:00,14675
575051,15957.0,2011-11-08 12:14:00,United Kingdom,21928,JUMBO BAG SCANDINAVIAN PAISLEY,2,1.95,3.9,2011-11-08 12:14:00,14675
575053,16945.0,2011-11-08 12:18:00,United Kingdom,23581,JUMBO BAG PAISLEY PARK,10,1.79,17.9,2011-11-08 12:18:00,14676
575054,16945.0,2011-11-08 12:18:00,United Kingdom,84406B,CREAM CUPID HEARTS COAT HANGER,4,2.75,11.0,2011-11-08 12:18:00,14676
575059,14071.0,2011-11-08 12:25:00,United Kingdom,22690,DOORMAT HOME SWEET HOME BLUE ,1,7.95,7.95,2011-11-08 12:25:00,14677
575060,13089.0,2011-11-08 12:29:00,United Kingdom,23475,WOODLAND SMALL PINK FELT HEART,12,0.83,9.959999999999999,2011-11-08 12:29:00,14678
575061,14524.0,2011-11-08 12:29:00,United Kingdom,22111,SCOTTIE DOG HOT WATER BOTTLE,2,4.95,9.9,2011-11-08 12:29:00,14678
575062,17651.0,2011-11-08 12:30:00,United Kingdom,23199,JUMBO BAG APPLES,10,2.08,20.8,2011-11-08 12:30:00,14679
575063,16764.0,2011-11-08 12:32:00,United Kingdom,22423,REGENCY CAKESTAND 3 TIER,2,10.95,21.9,2011-11-08 12:32:00,14680
575066,13668.0,2011-11-08 12:42:00,United Kingdom,23211,RED ROCKING HORSE HAND PAINTED,12,1.04,12.48,2011-11-08 12:42:00,14681
575067,12583.0,2011-11-08 12:45:00,France,23480,MINI LIGHTS WOODLAND MUSHROOMS,20,3.29,65.8,2011-11-08 12:45:00,14682
575068,14282.0,2011-11-08 12:46:00,United Kingdom,20718,RED RETROSPOT SHOPPER BAG,20,1.25,25.0,2011-11-08 12:46:00,14683
575069,17637.0,2011-11-08 12:51:00,United Kingdom,85048,15CM CHRISTMAS GLASS BALL 20 LIGHTS,2,7.95,15.9,2011-11-08 12:51:00,14684
575070,17841.0,2011-11-08 12:58:00,United Kingdom,20668,DISCO BALL CHRISTMAS DECORATION,72,0.1,7.2,2011-11-08 12:58:00,14685
575071,12990.0,2011-11-08 13:01:00,United Kingdom,22386,JUMBO BAG PINK POLKADOT,10,1.95,19.5,2011-11-08 13:01:00,14686
575072,14560.0,2011-11-08 13:10:00,United Kingdom,47591D,PINK FAIRY CAKE CHILDRENS APRON,8,1.95,15.6,2011-11-08 13:10:00,14687
575073,13975.0,2011-11-08 13:10:00,United Kingdom,72349B,SET/6 PURPLE BUTTERFLY T-LIGHTS,3,2.1,6.300000000000001,2011-11-08 13:10:00,14687
575074,15356.0,2011-11-08 13:11:00,United Kingdom,22726,ALARM CLOCK BAKELIKE GREEN,2,3.75,7.5,2011-11-08 13:11:00,14688
